text,label,word_count
hello mr jackson lily gym locker lease due renewal soon,0,10
you’ve selected exclusive sweepstakes claim prize providing bank info winners chosen randomly,1,12
you’ve randomly chosen receive 5000 donation send,1,7
i’m calling health insurance need social security number important update,1,10
hi i’m calling local animal shelter signed volunteer weekend—are still available could arrive 11 saturday would perfect,0,17
hello paul community association we’re street cleanup event saturday,0,9
tax refund ready need banking information deposit direct deposit faster must act today,1,13
visa rewards department you’re eligible 100 i’ll need credit card number send,1,12
mobile phone account suspended nonpayment give card information make payment payment received thank,1,13
financial aid office error student loan needs bank account correction processing delays sometimes require reconfirmation,1,15
qualify lower interest rate credit card confirm info get started partner major banks give card number,1,16
hey mark saw bike outside looking bit flat rear tire thought know,0,12
i’m mobile payment support account locked give security pin unlock pin verify,1,12
school records need updating confirm data avoid issues transcripts,1,9
there’s warrant name tax evasion verify address ssn clear record it’s available identity verification,1,14
good afternoon frances hilltop real estate checking see questions property toured yesterday available we’ve interest,0,15
hi hartford pharmacy refill approved ready,0,6
hello petcare cat’s medication ready collection,0,6
detected login russia email confirm password secure account privacy can’t give details verify identity,1,14
hi deli catering order ready 300 pm would like us deliver pick,0,12
friend sent gift card confirm address card details redeem,1,9
hello paula law office documents ready signature,0,7
good morning anne pinewood school wanted let know school closed tomorrow due weather conditions,0,14
hey it’s lucas coding bootcamp there’s change class schedule next week please check portal,0,14
hi i’m techfix received laptop diagnosing issue,0,7
hello karen homeowners association could please move car tomorrow street cleaning,0,11
paypal account locked unusual activity kindly reply username password unlock,1,10
hello melissa evening sun salon confirming haircut saturday 2 pm,0,10
recall notice vehicle confirm vin personal info proceed,1,8
hi david bookends bookstore special order arrived today,0,8
hi catherine city hall event permit approved,0,7
amazon security someone purchased macbook account 1200 help cancel order verify billing address card info,1,15
hi there’s issue last amazon payment please confirm card info restore account system flagged fix details,1,16
owe back taxes pay gift cards face jail,1,8
hi nina bank noticed unusual activity wanted confirm transaction made 150 supermart glad help,0,14
hello fraud department bank we’ve noticed suspicious activity account could please confirm identity giving account number last four digits social security thank let check yes seems funds transferred i’ll need online banking password verify stop transaction,1,36
hello tom evergreen movers confirm arrival window move,0,8
missed recurring subscription payment we’ll cancel account unless provide updated payment info handle several security cannot say phone,1,18
mobile app store last purchase declined prevent account lockout confirm credit card number latest inapp purchase failed share card unlock,1,20
good morning tracy bakery cake order ready 3 pm,0,9
hello mr jonas bicycle repair complete ready pickup,0,8
car insurance claims payment delayed send details process,1,8
i’m conducting census kindly provide birth date ssn,1,8
hello michael banks fraud department weve noticed suspicious activity account please confirm card number verify identity,1,16
facebook lottery team profile pic selected 2500 prize give bank info payout funds arrive shortly,1,15
online shop delivery issue click link resolve,1,7
sir apple id used another country share login credentials stop breach,1,11
tech support need password verify critical update,1,7
funeral expenses assistance available apply id ssn income please application received thank,1,12
win free fuel year give bank account reward,1,8
friend accident abroad urgently needs money wire help,1,8
cable account past due renew service cutoff provide verify full name address,1,12
hello pharmacy prescription refill ready problem close 8 pm,0,9
hi caroline travel agency etickets sent email,0,7
hi gary repair shop laptop fixed ready collection yes files backed,0,11
good morning alicia post office package waiting pickup we’ll ready,0,10
i’m geek squad account overcharged you’re owed refund verify bank info receive,1,12
hello i’m local energy supplier we’re updating records need billing details avoid service interruption,1,14
good day package undelivered due address issue please confirm full name address redelivery process shipments major couriers address confirmation help,1,20
hi rebecca i’m calling gardening club confirm spot saturday’s workshop,0,10
hello fiona community food drive could help distribution next tuesday start 3 pm arrive,0,14
hi parent guardian leah smith we’re calling school let know leah awarded student month,0,14
hello i’m police there’s legal issue name pay penalty face arrest,1,11
i’m internet provider technical support fix tell wifi password reset progress,1,11
refund waiting click link claim immediately,1,6
we’re requesting donations disaster relief wire funds today,1,8
hi get copy transcript sent another school sure i’ll email right away,0,12
hi sarah music department cello rental needs returned monday,0,9
hello wanted check rooms available july 4th weekend,0,8
hello carla home lenders could email recent paystub application,0,9
good afternoon diane blossom flowers subscription flowers arrive tomorrow 10 noon,0,11
we’re national census confirm full name address date birth year we’re verifying phone accuracy,1,14
hi ms thomas it’s carla bakery cake order ready absolutely we’re open 6 today,0,14
mobile provider service suspended nonpayment avoid disconnection pay overdue amount phone,1,11
customer support keep points verify credit card number rewards points expire today act,1,13
hi mrs bellamy terry southside piano school joshua’s lesson moved thursday week great,0,13
requested loan approve send id last three bank statements strictly loan processing—send approval,1,13
hello susan city library im calling book hold “where crawdads sing” — it’s available front desk perfect we’ll hold till end day tomorrow,0,23
lucky day you’ve 10000 sweepstakes need bank account wire winnings money deposited soon,1,13
it’s jason music school wanted confirm piano lesson tomorrow 5,0,10
water bill double unless update account details provide info avoid charge,1,11
im pension office need ssn release payment,1,7
must pay visa processing fee avoid deportation,1,7
hi emily mrs carson school wanted let know son forgot lunchbox today absolutely come front office we’ll get classroom,0,19
good evening it’s linda pta reminder meeting tomorrow 7 pm school library,0,12
selected limitedtime investment scheme guaranteed returns transfer funds see money double,1,11
shipment delayed due unpaid taxes wire amount we’ll release package,1,10
hello it’s steve bakery donut order ready pickup,0,8
netflix new rules—accounts must verified yes log using link continue service,1,11
you’ve selected business development grant there’s application fee different send 100 process,1,12
qualify upgraded internet speeds enter account info ssn,1,8
hello linda tax preparer there’s document missing file bring mortgage statement,0,11
apple pay transaction declined account may risk give apple id confirm,1,11
amazon delivery confirm card scheduled package sometimes relatives send gifts please confirm deliver,1,13
qualified exclusive travel deals book providing payment details publicly available,1,10
hi dan recycling center still interested volunteering next week,0,9
exclusive timelimited nft offer invest transferring crypto wallet address,1,9
you’ve selected free cable upgrades confirm address payment qualify it’s available special phone offer,1,14
hi i’m calling abc insurance confirm you’ll attending policyholder dinner event friday doors open 6 pm dinner begins 630,0,19
hi mike home electronics tv repair finished pick anytime today problem we’re open 6 pm,0,15
good morning laundry ready pickup freshfold cleaners,0,7
hi missed call number thanks i’ll,0,6
hello jamie theater box office tickets tonight’s performance ready absolutely,0,10
email storage full expand confirming payment information,1,7
hey it’s tom i’m running 10 minutes late lunch okay,0,10
there’s court summons name pay 300 clear record time pay,1,10
hi casey carwash left sunglasses behind yesterday front counter,0,9
hi it’s liv music shop guitar restrung ready,0,8
good morning henry renovation pros we’ll working outside window week apologize noise,0,12
hello i’m town rec center still interested yoga class waitlist,0,10
hello apple support apple id locked security reasons respond apple id password unlock unfortunately solved phone please provide details,1,19
hi reservation two bella’s bistro tonight 7 pm confirming,0,9
security alert someone tried send money account give login stop,1,10
hi i’m calling county tax office property details date year’s assessment,0,11
hi olivia scholarship fund office congratulations you’ve awarded grant studies year,0,11
crypto wallet compromised share recovery phrase secure assets,1,8
it’s julie alumni office state university checking rsvp reunion,0,9
hello steve fresh grocers curbside order ready pick anytime today,0,10
good morning pam riverside realty need reschedule apartment viewing would saturday work instead,0,13
hey travis city laptop ready pickup,0,6
attn free airline tickets provide details,1,6
hi becca jordan sun star travel i’m calling confirm booking june 15th hawaii,0,13
hello ms walker chelsea bloom florists arrangement ready would like delivery pick,0,12
you’ve lifetime supply groceries redeem sending bank info,1,8
hi it’s grace travel agency wanted confirm tour details next week’s trip dress layers bring power adapter,0,17
mobile provider sim transferred stop read pin sent phone,1,9
found lost money owed claim send ssn birthdate we’re licensed recovery agency act quickly funds aren’t forfeited,1,17
hello lucy city gallery two free tickets exhibit bring id ticket desk,0,12
hello renee neighbor sam found package lobby—left door,0,8
hi jamie repair shop—your bike ready,0,6
hello peter need perform quick update computer,0,7
good morning diane wellness clinic lab results ready want pick emailed,0,11
outstanding parking ticket pay avoid towing,1,6
hi linda i’m calling mr chow’s office say test results back everything looks good,0,14
facebook verifying accounts yes could lose access send login password date birth,1,12
hello florist i’d like order bouquet sister’s birthday tomorrow possible,0,10
hey it’s jessie find umbrella yoga last night yes,0,9
there’s problem insurance policy might canceled don’t verify information line help right,1,12
hi i’m calling pine hill elementary child left jacket playground,0,10
missed jury duty must pay fine immediately,1,7
facebook security someone tried access account give code secure,1,9
hello john bank’s security team need verify recent transactions could confirm account number,1,13
hi charlie available olivia riverbank vet shadow’s vaccines due month wanted set appointment,0,13
apple id suspended respond credentials unlock device id prove authenticity,1,10
fbi identity linked criminal case must wire money clear name that’s confidential act face consequences,1,15
tax refund ready needs bank info proceed,1,7
hi emily city library requested computer time available 3 pm today we’ll see 3,0,14
hey it’s riley landscaping company switch lawn service thursday week due weather,0,12
netflix account suspended log fix unusual login detected click link,1,10
good afternoon dr lee’s office reminding dental appointment next monday 3 pm we’ll see,0,14
you’ve reported copyright violation clear name give full details must confirm identity first per company policy,1,16
hi julian it’s ash bike repair shop bike ready pickup came 4597,0,12
hello it’s thomas bank systems maintenance friday night,0,8
good evening peter movie rentals dvd overdue—can return soon thanks letting us know,0,13
we’ve detected fraud debit account protect funds provide card number pin right can’t disclose phone confirmation please provide info secure money,1,21
hey jack it’s olivia work cover shift friday,0,8
good evening order new tv set ship payment failed reenter card details complete purchase,1,14
monthly subscription failed update payment info avoid cancellation,1,8
hello it’s mark building’s maintenance team need access apartment tomorrow scheduled inspection home,0,13
hi eric it’s sharon work wanted see could cover shift next wednesday,0,12
good afternoon i’m ann pharmacy refill ready see soon,0,9
hi pete handy repairs scheduled window replacement week wednesday morning work,0,11
hello ms stewart tom pet palace pet’s food order arrived,0,10
hi i’m oak ridge apartments we’ll painting lobby monday access limited,0,11
hi julia florist bouquet ready pickup 6 pm,0,8
good evening roger neighborhood pizza maria order’s ready pickup,0,9
health coverage canceled don’t confirm information immediately full name ssn last payment date,1,13
hello i’m linda hospital’s patient support feeling today glad hear let us know need anything,0,15
university scholarship jeopardy due verification failure give us student id ssn fix we’re scholarship office directly,1,16
hello mortgage office there’s problem latest payment please confirm bank account there’s system issue we’re resolving phone,1,17
facebook security account deactivated soon verify password take long account may lost,1,12
hey joe delivery service i’m running ten minutes late,0,9
you’ve qualified new credit card high limits give info accept,1,10
noticed computer running slow help optimize free none let access computer upgrade settings,1,13
hi vet noticed bella’s annual checkup due shall set appointment,0,10
phone cut due invalid account info tell details fix number overlaps multiple services let’s check info,1,16
hello sunrise insurance calling we’ve finished processing claim check mailed week yes we’ll send tracking number soon ships,0,18
hi jane ruth book club still meeting house sunday,0,9
hey question math homework problem 8 cant figure last step,0,10
hello john hi john it’s mike gym calling remind membership expires next week would like renew phone,0,17
hello insurance claim approved—we need bank details payment must error let’s verify info anyway,1,14
email used security breach give password secure account may late wait breach active,1,13
hi front desk wanted remind room service unavailable 10 pm tonight due maintenance,0,13
good morning mr bauer rachel river run realty application approved,0,10
hi sarah emily dentists office calling confirm appointment wednesday 3 pm,0,11
hi helen sara gym—just heads yoga class rescheduled 8am saturday,0,10
urgent identity theft alert confirm details protect,1,7
hi rachel kid’s corner daycare lisa feeling bit unwell,0,9
hi i’m calling horizon cinema confirm ticket reservation friday’s 7 pm show,0,12
there’s billing issue streaming service enter card avoid suspension might lose access,1,12
hey heads trash collection delayed one day week due holiday,0,10
good afternoon received request transcript copies would like collect,0,9
hi mrs lopez susan valley pediatrics we’re confirming camila’s physical appointment monday 10,0,13
hi it’s frank historical society still interested walking tours we’ll email details,0,12
family member accident need urgent funds treatment send money fast,1,10
good evening i’m manager green leaf grocers left reusable bag yesterday,0,11
microsoft tech support pc flagged illegal software need deactivate illegal license give serial number,1,14
department education student loan forgiven provide loan info pay service fee yes full forgiveness send info,1,16
hi it’s abby fit4u you’re set orientation tomorrow 10,0,9
hey sam want carpool work tomorrow i’ll swing 800,0,9
hi i’m calling lily’s bookstore reserved “the art baking”—it’s,0,9
hi jenna hi jenna kyle vet’s office i’m calling confirm max’s appointment tomorrow 10am,0,14
hello carla oliver simmons still interested scheduling interview thursday,0,9
mysterious login detected confirm security answers block mother’s maiden name childhood city,1,12
business compliance state law public record pay penalty avoid closure,1,10
hello sam mechanic autopro car ready pickup oil change,0,9
online wallet compromised secure providing pin last transaction faster breach could spread imminently,1,13
wifi terminated update billing keep access,1,6
hi amy vet benny need booster shot two weeks would like set appointment,0,13
hi eric clean sweep chimney cleaning set friday 11 looking forward,0,11
hi molly pet shelter wanted update application adopt luna come meetandgreet perfect we’ll see,0,14
there’s job opportunity we’ll need background check fee front,1,9
hello patricia southeast plumbing still available service thursday we’ll arrive sometime 8 10,0,13
hello utility account arrears pay prepaid gift card avoid disconnection,1,10
hi julie wellness center calling massage appointment noon tomorrow still good see julie,0,13
hello rita it’s paul leasing office—just courtesy notice elevator repairs friday,0,11
i’m government covid response team collect free relief package providing address payment info handling fee processing give card info,1,19
hi smith family maria local scout troop amanda left jacket camp,0,11
sign today pension enhancements i’ll need ssn streamlined instant way,1,10
hello mr white alex sunrise travel flight itinerary changed—your departure 330 pm instead 200 pm,0,15
hey tim remember grab blueprints printer yes ill grab put desk,0,11
hey it’s lauren pta able volunteer bake sale friday,0,9
we’re giving away free home security system schedule confirm address date birth records,1,13
hi tara stablecare lady set checkup,0,6
hi kelly it’s amy gym class coach dylan starting 10 minutes,0,11
hi still tickets available friday’s concert two please,0,8
hello it’s karen music school guitar lesson rescheduled 3pm friday,0,10
unpaid parking tickets pay towed they’re last month settle credit card,1,11
hi friend jail needs bail money can’t disclose send money gift card i’ll tell,1,14
hello ms lee cheryl community center wanted remind yoga class registration monday morning 9 available you’re welcome bring,0,18
good afternoon rosie garden supplies seed order shipped arrive two days,0,11
good afternoon olivia music school would like reschedule piano lesson since missed today thursday 6,0,15
hi gary historical society available help archives next monday fantastic see,0,11
hi faith willow spa gift certificate ready front desk,0,9
hello it’s adriana lakeside spa reminder massage appointment 5 pm thursday,0,11
health plan eligible refund provide account info transfer money today offer expires next hour waiting may cost refund,1,18
jessica want carpool conference next week maybe around 730 avoid traffic,0,11
hello shane walker insurance time discuss policy renewal week works—i’ll call,0,11
unusual activity detected online account please log via link,1,9
attention mail service suspended unless verify address usps customer service reply address payment info,1,14
hi andy north bank noticed unusual activity want verify recent purchase grocery mart,0,13
lawyer’s office lawsuit’s filed pay fee risk court proceedings we’re available discuss settlements number confidentiality,1,15
hi i’m checking parking available tonight’s event,0,7
hi brenda dental clinic wanted check you’d like reschedule missed cleaning tuesday 11 thursday 2,0,15
noticed virus phone we’ll stop provide apple id password right away,1,11
utility department—your gas shut without immediate payment,1,7
phone company due technical upgrades need verify billing info,1,9
hello pharmacy noticed medication due refill would like us process,0,10
hello front desk laundry ready collection convenience,0,7
hi i’m phone provider offering longtime customer loyalty reward get 100 voucher please provide account details redeem,1,17
hi i’m michael big bike rentals bike reserved ready pickup tomorrow morning 10 id credit card used reserve,0,18
special promotion get 75 antivirus pay card premier security plus—offer invitation,1,11
world relief fund donate help disaster victims latest one donations process instantly credit card,1,14
medical records incomplete confirm details avoid insurance issues,1,8
police department there’s warrant arrest due unpaid fines resolve court paying apple cards today,1,14
hello mary bank calling confirm request new checkbook mailed within five business days,0,13
hello rob true north computer’s virus scan clear,0,8
help us find missing pet supporting campaign donate via card,1,10
hi jennifer art museum membership card ready picked day week great well waiting,0,13
hi dry cleaner order ready pickup,0,6
i’m utility company need fee prevent disconnection today,1,8
hello greg books beans asked notified new arrivals—our spring reads,0,10
i’m calling local hospital insurance declined give card information payment update info risk late fees,1,15
account deleted don’t confirm login details,1,6
hello paypal security account locked unless verify identity click link texted log using credentials,1,14
favorite streaming service offering premium account upgrade cost confirm billing info activation privacy i’ll confirm info,1,16
hi library calling let know book ready pickup it’s “the night circus” erin morgenstern,0,14
hello mr kostas available april city insurance calling review renewal options,0,11
you’ve reached data limit solve issue logging special site,1,9
secure government check providing social security details,1,7
hi mrs andrews derek pharmacy prescription ready pickup,0,8
medical outreach here—youve exposed virus confirm health insurance ssn immediate assistance we’ve contacted please help us help,1,17
you’re owed compensation accident file claim provide medical history bank info,1,11
hello laura homestead realty wondering you’d time think listed apartment wonderful works,0,12
we’ve detected unauthorized activity bank account confirm date birth atm pin,1,11
we’re updating phone software nationwide please provide phone’s imei update i’m contracted major carriers upgrades,1,15
covid emergency grant available send bank details deposit government relief program need info,1,13
good day paypal account login attempt failed russia secure share login information immediately act provide password i’ll lock attacker otherwise funds could lost,1,23
i’m calling help claim uncollected lottery winnings,1,7
buy cryptocurrency platform double investment overnight,1,6
loved one emergency requested wire funds urgently,1,7
hello custom cake order ready pickup saturday,0,7
system noticed refund due phone provider confirm banking details direct deposit amount varies account need details check,1,17
good afternoon matt fairfield travel itinerary changed departure 7 pm,0,10
package waiting pay fee release customs,1,6
hi cleaning service set friday 2 pm,0,7
hello mr johnson jen art studio painting ready collection,0,9
hi alex pet clinic bella ready go home,0,8
hi it’s pam sunrise tutors next session confirmed wednesday 4pm,0,10
hi susan senior center we’ve got new yoga class starting wednesdays 9,0,12
hello sarah wanted say thanks help last week,0,8
good morning winston global airlines upgraded seat confirmed departure sunday,0,10
good morning carla city hall there’s community event saturday daley park free residents activities start 10 lunch noon,0,18
good morning sofia it’s dylan yoga studio membership renewal coming shall help renew,0,13
pet store delivery delayed due payment issues confirm card details process order ship today yes confirm details avoid delays,1,19
large transaction flagged debit card please confirm account number dispute,1,10
house selected remodeling grant claim fill form ssn bank info opportunity first come first served,1,15
hello helpdesk i’m locked work email,0,6
gmail account close soon log using link confirm security details,1,10
dear user phone disconnected due unpaid bills avoid disruption pay via gift card,1,13
hi post office parcel collect,0,5
hi mark heatwave hvac schedule annual maintenance thursday,0,8
we’re collecting donations natural disaster relief contribute providing card details phone phone donations faster go directly victims,1,17
hello rachel tim oakwood animal shelter bella’s adoption papers ready photo id we’ll finalize everything arrive,0,16
see you’re selling sofa—interested buyer confirm bank deposit deposit sent today,1,11
hi fraud department somebody tried use card another country verify details card number expiry date confirm identity,1,17
hi it’s gracie luna’s diner confirming reservation table four 7 pm tonight,0,12
hey dave eric finished report tomorrow’s meeting,0,7
hi mary front desk package arrived bring,0,7
we’re updating records census provide date birth address social security number confirm identity,1,13
social security administration there’s problem number tell ssn resolve urgent case time critical,1,13
hello jane available city medical lab here—your test results available online,0,11
hello you’ve selected receive special government grant repayment required it’s legitimate pay 50 administration fee share bank details deposit grant,1,20
morning it’s lisa sun mart pharmacy flu shot scheduled noon,0,10
hi vet wanted check dog max surgery last week,0,9
hi it’s susan lakeside apartments maintenance scheduled 10 tomorrow unit let us know questions,0,14
hi emma local red cross we’re hosting drive wondered might interested donating tuesday 9 5 community center,0,17
good morning mr patel available dean repair service we’ll house 9 11 tomorrow appliance fix,0,15
congratulations you’ve free vacation bahamas need small processing fee credit card details,1,12
good morning i’m calling river pools confirm swim lesson tuesday,0,10
hi alan river insurance wanted confirm policy details correct recent move got i’ll update file,0,15
hi julia sunny day spa confirming massage appointment tuesday noon,0,10
hello ridgewood animal shelter still interested adopting pepper we’ll schedule home visit,0,12
hi pete main street deli catering order ready delivered come front entrance,0,12
amazon fraud prevention 900 transaction hold secure account confirming card info,1,11
hey dude it’s tyler still coming watch game tonight,0,9
call regarding covid19 benefits receive funds share bank info,1,9
see posted lost pet ad found dog need money vet expenses first neighborhood send 100 vet i’ll meet,1,18
you’ve free groceries year pay registration charge,1,7
suspicious transfer attempted give username password reverse minutes matter—otherwise funds gone,1,11
hello office dr lee annual checkup coming please call us confirm reschedule,0,12
mortgage assistance line you’re eligible lower rates—verify mortgage account lower rates process started,1,13
hi lisa schoolhouse photos order ready pickup absolutely see,0,9
verizon customer alert—hack detected reset provide account pin dob reset successful,1,11
job placement agency needs ssn finalize application,1,7
smartphone share billing address shipping,1,5
you’re finalist dream home giveaway confirm transferring funds taxes it’s standard procedure,1,12
limited time—unlock special investment returns act give account info enroll,1,10
mobile provider we’ve detected sim swap confirm number pin,1,9
hi found lost pet need reward returning yes matches details send reward address,1,13
hi emily starlight travel reservation confirmed next month,0,8
i’m internet provider usage exceeded limit month avoid cutoff pay overage changes recently pay 90 restore speeds,1,17
good morning jim eddie’s auto finished oil change tire rotation see soon,0,12
health provider update insurance lose coverage,1,6
hey it’s sophie kids’ club we’re meeting library 3 bring daughter wonderful see later,0,14
unlock extra storage google drive confirm payment information,1,8
greetings you’re eligible loan 10000 credit check send bank details we’ll transfer funds today none small processing fee deducted disbursement,1,20
medical insurance claim denied help appeal small processing charge,1,9
we’re offering cash surveys deposit needed start,1,7
eventbrite ticket dispute—your refund awaits confirm bank paypal refund coming soon,1,11
win free cruise trip require passport number,1,7
hi i’m cozy home furniture sofa delivery scheduled tomorrow,0,9
hi kelly accountant i’ve finished tax return need confirmation file,0,10
subscription renew double price unless cancel now—send details proceed,1,9
hi music school reminding violin lesson 4pm,0,7
hello paul it’s aaron guitar lessons—i wanted check we’re still saturday,0,11
hey want join us bowling tomorrow night 7pm we’ll meet lucky lanes,0,12
good evening mr lee sarah family dental able confirm appointment monday 3 thank see,0,14
good afternoon alan bank’s security team noticed unusual activity account could verify card number pin secure funds it’s routine security measure ensure you’re authorized account holder please provide information stop unauthorized transaction,1,32
hello mick pacific insurance we’ve received claim it’s processed expect update 3 business days,0,14
good afternoon tara willow café found credit card register,0,9
you’ve exceeded email storage confirm password upgrade space,1,8
good evening nancy hoa board confirming rsvp community picnic wonderful see soon,0,12
congratulations number selected free vacation cover fees card info,1,9
hi daniel maintenance we’re planning routine water shutoff thursday repairs letting know it’ll noon 2 pm we’re aiming sometimes runs 15 minutes i’ll update building there’s delay,0,27
hello i’m fundraising police charity count support today 100 donation local one course one near,1,15
hello i’m utility company electricity shut unless pay outstanding bill right via paypal i’m unable access statement account verified payment please pay avoid disconnection,1,24
hi banfield household alyssa polling station confirming received ballot upcoming election,0,11
timesensitive court offer—set payments avoid costs,1,6
hi marty running club group meets park track see,0,9
mortgage flagged audit update banking information us,1,7
we’re department education claim grant sending details,1,7
noticed large purchase visa card authorize 700 electronics llc temporary block confirm card number full info,1,16
hi lisa dentist’s office i’m calling confirm appointment tomorrow 10 still good time,0,13
good morning owe back taxes there’s warrant arrest pay avoid jail time,1,12
hi davis department we’ll need briefly restart workstation software update afternoon i’ll ping first start,0,15
there’s package customs name gift friend needs clearance fee,1,9
police monitoring activity call immediately avoid arrest serious comply you’ll regret,1,11
hello mr nguyen lena community garden wanted remind planting day sunday 10,0,12
hi it’s michael calling behalf volunteer food drive still help saturday,0,11
david thunder appliance repair parts arrived we’re ready book repair visit wednesday friday week,0,14
hi online account suspended nonpayment let’s clear card,1,8
hi i’m cozy carpets order ready installation saturday,0,8
hi i’m looking glutenfree menu options order,0,7
we’ve noticed fraudulent charges account share recent transactions confirm identity,1,10
hi vince parkridge cinema left wallet auditorium 3,0,8
congratulations job application hr needs verify date birth ssn verification complete,1,11
i’m online security detected password leaked list change tell current new passwords verify update account securely,1,16
hey tyler debate team practice switching thursday okay,0,8
government issuing stimulus payment confirm bank details,1,7
hey it’s neighbor jake want collect mail you’re away problem i’ll grab day,0,13
good evening it’s nick luna cafe catering order ready pickup,0,10
hello anna polling station recently registered vote card ready would like mailed pick,0,13
free upgrade premium service confirm payment details handle upgrades hundreds companies,1,11
i’m tech support virus infected device access code fix records last login showing it’s,1,14
hello community center we’re holding lostandfound event saturday might find missing jacket,0,12
hi town library book requested ready pickup,0,7
we’re offering free phone upgrade need billing info process shipment standard processing verify identity address,1,15
hello fraud department bank noticed unusual activity account confirm card number verification appears charges made another state need card info secure funds safety stay line assist immediately,1,27
big opportunity invest cryptocurrency guaranteed returns need transfer 500 get started,1,11
hello sunrise clinic julie appointment tomorrow 10,0,7
i’m student loan services you’re eligible debt relief need verify loan number offer expires today need,1,16
there’s warrant arrest due unpaid bills pay bitcoin face jail time,1,11
exciting news you’ve chosen mystery shopper deposit check keep money wire rest,1,12
hi it’s daughter’s piano teacher mrs blake reminding today’s lesson 4 pm,0,12
part loyalty program need verify identity bank account number system randomly selects users various companies provide details,1,17
netflix needs payment info technical upgrade,1,6
hey bridget it’s laura hall found mail box,0,8
special deal health insurance please give social security number approval,1,10
hi caitlyn brett rowe’s bakery cake ready pickup,0,8
hi susan neighborhood association we’re monthly meeting thursday would like join us begin 630 pm community center,0,17
hi i’m manager airbnb reservation due payment issues give card rebooking payment accepted,1,13
good evening mail held vacation requested,0,6
antivirus expire soon renew quickly sharing credit card number,1,9
hello calling river bank checkbook order ready pickup,0,8
hi olivia benton casey university admissions office acceptance packet mailed today,0,11
hi we’re conducting neighborhood safety survey time questions,0,8
hello i’m calling love light florist bouquet delivered 3 pm today,0,11
phone warranty expire renew coverage give phone’s imei credit card info,1,11
we’re offering free antivirus scan download software protect pc powerful try,1,11
social security administration need verify number due suspicious activity,1,9
hi movie theater left umbrella last show,0,7
hello mrs allen tim oak medical test results dr petersen would like discuss earliest convenience i’ll schedule 930am,0,18
hi you’re eligible government grant 10000 need banking info deposit,1,10
hi microsoft technical team weve detected virus computer go pc turn us yes dont address data may lost forever follow instructions,1,21
hi it’s stella customer care replacement charger arrive,0,8
thank customer bonus cheque pay tax upfront,1,7
i’m unicef raising money children need donate using bank card phone campaign phoneonly security please provide card number help children directly,1,21
facebook detected suspicious logins please share password secure account urgent cases must verify protect information,1,15
hi dr kim mia calling lab test results ready emailed securely inbox,0,12
landlord there’s trouble rent transfer wire payment different account it’s urgent please send avoid late fees,1,16
hi robert connor central bookstore we’ve set aside novel reserved yes we’ll hold closing 7 pm,0,16
hi ms klein water shut repairs tomorrow 9 noon,0,9
hi emily hi emily greg dr sullivan’s office we’re calling confirm dental appointment monday 3 pm,0,16
hi i’m tyler afterschool music program confirming audrey’s spot piano lessons semester,0,12
hey it’s matt hardware store order paint brushes ready want delivered pick,0,12
electric company pay overdue bill we’ll disconnect service,1,8
flight booking incomplete confirm details proceed might system error let’s check info,1,12
donate disaster relief card info immediate relief,1,7
hello mrs chen jake greenway landscaping we’re scheduled start lawn maintenance tomorrow morning 8 still alright,0,16
good afternoon ms ramirez mr thomas lincoln high school wanted discuss diego’s progress math moment,0,15
hello i’m calling sunny days camp child’s registration complete please arrive 830 orientation,0,13
hello chase bank we’re calling verify completed online transfer earlier today,0,11
greetings ebay account hacked give login details immediate recovery hacker may block it’s safer,1,14
doctor requested financial info refund,1,5
hello mrs carter award trophies here—your order ready pick,0,9
you’re eligible government grant claim need pay processing fee upfront,1,10
hi sheila purrfect pets confirming grooming appointment max saturday,0,9
hi municipal pool swimming class signed starts next monday 5 pm,0,11
hi it’s andrew summit auto service left gloves,0,8
website hosting expires today—pay avoid losing site,1,7
hello bank calling weve detected suspicious activity account confirm card number verify identity,1,13
alert credit score drop unless pay urgent fee,1,8
hello grandchild trouble abroad needs bail money immediately need wire funds today,1,12
good afternoon rachel grantham elementary school i’m calling regarding son’s field trip tomorrow quick reminder—the bus leaves 8 sharp lunch provided,0,21
leah recruitment agency interview widget corp next wednesday 2 pm,0,10
hello glen neighborhood watch community meeting next wednesday hope see,0,10
hello downtown library books overdue would like renew phone “to kill mockingbird” “the road” would like renew,0,17
i’m electric meter rebates claim filling banking info form instant transfer via bank account,1,14
favorite food delivery app wants refund failed order verify card proceed instantly refund window limited—action required,1,16
owe unpaid tax amount immediate payment required avoid legal charges,1,10
you’re awarded outstanding community service need details tax purposes form must completed phone today meet deadline,1,16
hi terry car rental agency car ready pickup,0,8
hello miranda university’s alumni office coming friday’s reunion,0,8
police department there’s warrant arrest pay fine avoid jail information confidential act pay 900 make go away,1,17
i’m shipping company package undeliverable provide exact address postcode i’ll confirm address due privacy rules,1,15
good morning karen greenfield elementary child left lunchbox classroom,0,9
password share browsing history unless pay pay bitcoin i’ll send contacts,1,11
good afternoon car service complete ready pickup needed oil change everything else looks great,0,14
hi kelly nextdoor pharmacy received refill request ready hour,0,9
hi tracy maple veterinary pet’s medication refill ready pickup,0,9
hello jamie dr martin’s office i’m calling remind appointment tomorrow 10 great see tomorrow,0,14
hi ruby downtown fitness free guest passes members month absolutely sign front desk,0,13
mortgage application ready requires full ssn finalize,1,7
hello candace better living insurance annual renewal due next week questions coverage,0,12
