dialogue,label
caller: Your eBay account is under investigation. Share your login info to resolve the issue. receiver: Why doesn’t eBay just email me if there’s a problem?  ,1
"caller: Good afternoon! This is Sharon from Lane Apartment Management. Do you still have a maintenance issue in your bathroom? receiver: Hi Sharon! Yes, the faucet still leaks. Should I expect someone today? caller: Yes, our plumber will be there by 3 PM.",0
"caller: Hi there, this is Carla from the charity committee. We’re sorting donations Friday at 5 p.m. Are you still able to volunteer? receiver: Yes, I’ll be there for sure!",0
"caller: You won a $1,000 Walmart gift card.   receiver: And how do I get it?   caller: Fill out this form with your personal info.   receiver: Not interested.",1
"caller: Hello, this is the recreation office. There’s a spot open in the yoga class you waitlisted. Would you like to join? receiver: Yes, please sign me up! Thanks for letting me know.",0
"caller: Hi, is this the Foster residence? receiver: Yes, this is Linda. caller: This is Greg from Neighborly Pet Care. Can you confirm Fluffy’s drop-off time? receiver: 8 AM works for me.",0
"caller: Hi Mrs. Lin, this is Sandra at the vet. Your cat Luna is ready to go home. receiver: Thank you! How did the procedure go? caller: Everything went smoothly. We’ll go over care instructions when you arrive.",0
caller: Your Amazon Prime will expire unless you update payment now. Can I have your card number? receiver: I renewed last month. Why another update? caller: It’s an updated system requiring confirmation.,1
"caller: Hi, this is Dana from the art museum. Your membership packet is ready. receiver: Wonderful news! Can I pick it up on Sunday? caller: We’re open noon to 5 on Sundays. receiver: I’ll see you then.",0
"caller: Hi, this is Dave from the pizzeria. Your order is out for delivery now. receiver: Great, see you soon!",0
"caller: Hi Morgan, I noticed you haven’t submitted your insurance forms yet.   receiver: Sorry about that! I’ll scan and send them this afternoon.   caller: Thanks, let me know if you have any trouble.  ",0
"caller: Hi, this is Jackie from Central Clinic. We received your insurance info and everything is set for your appointment. receiver: That’s great, Jackie. Thank you.  ",0
"caller: Collect a free iPad, just pay the administration tax. receiver: I’m not interested in paying for a free prize.  ",1
"caller: Hello, this is Alex from Central Cleaners. Your clothes are ready to be picked up.   receiver: Thanks Alex, I’ll be there after lunch.",0
"caller: Hi Mr. Li, this is Wendy at the music store. Your order for sheet music is ready for pickup. receiver: Thank you! I’ll get it after work.",0
caller: This is business support from your domain provider. receiver: Is something wrong with my domain? caller: Give me your password to resolve a critical suspension.,1
"caller: Hi, it’s Mrs. Hall from the daycare. Charlie seems to have a slight fever. receiver: Thanks for calling. I’ll come pick him up early.",0
"caller: Hey, it’s Amanda. The movie starts at 7—do you want me to get tickets in advance? receiver: Yes, please! I don’t want to miss out.",0
"caller: Hi, can someone pick up my recycling this week?   receiver: Of course, what’s your address?   caller: 481 Park Avenue.  ",0
"caller: Hi, I’m calling from Maplewood Elementary. Your child left his jacket at school today. receiver: Oh, thank you for letting me know! Can I pick it up tomorrow? caller: Absolutely, just stop by the office anytime during school hours. receiver: Great. Have a good evening!",0
"caller: Congratulations! You’re eligible for a $100 restaurant voucher. Confirm your details and pay a shipping fee to receive it. receiver: Which restaurants accept this voucher? caller: Major chains nationwide. Pay now, and I’ll email a list.",1
"caller: Hello, this is your dentist’s office. Would you like to reschedule your missed cleaning appointment? receiver: Yes, sorry I missed it. Could I come in next Wednesday morning?",0
"caller: Sarah! Are we still on for coffee this afternoon?   receiver: Yes! How about that new cafe on Main Street at 2 pm?   caller: Perfect, see you there.  ",0
"caller: Hello, this is Jasmine from Lake Realty. The viewing you scheduled for Thursday is confirmed.   receiver: Thank you, Jasmine. Looking forward to it.   caller: Let us know if you have any questions.",0
caller: You’re pre-approved for a massive loan! We just need your bank info to process. receiver: I didn’t apply for a loan.  ,1
caller: This is Dr. Smith’s office. Reschedule your appointment by confirming your insurance and SSN. receiver: I’ll call the office directly to reschedule. caller: Online is faster. receiver: I have time.,1
"caller: Hello, it’s Luke from Summit Bank. Your new debit card is ready for pickup at the branch. receiver: Thanks for telling me. Do I need to bring any ID? caller: Just a driver’s license or passport is perfect.",0
"caller: Hi, this is the city library, just a friendly notice your reserved books are available for pickup. receiver: Oh, that’s great news! I’ll stop by tomorrow to get them.",0
caller: Your computer is out of warranty. Extend for $199 to stay protected.   receiver: Which warranty?   caller: Manufacturer’s extended warranty. Pay now.   receiver: I’ll contact manufacturer support.,1
"caller: We’re investigating identity theft on your account. Help us by sharing your PIN. receiver: I’ll report identity theft through proper channels, not by phone.",1
caller: The police issued a fine to your address. Pay online now to avoid court.   receiver: What was the fine for?   caller: Traffic violation.   receiver: I haven’t received any notice—I’ll contact the police.,1
caller: Your medical insurance is expiring. Renew today by confirming your SSN. receiver: My insurance isn’t due yet.  ,1
caller: We recovered your lost wallet. Pay return fee to get it back.   receiver: I’ll go to the police.,1
"caller: Hi, this is Ava from the animal hospital. We’re calling to check on how Bella is recovering. receiver: She’s doing much better, thank you for following up.",0
"caller: Hello, your phone line is being terminated for non-payment. To reconnect, confirm your billing info and pay immediately. receiver: But I paid this month. Do you see the payment? caller: Payments can sometimes fail. Please provide your card details so we can verify.",1
caller: This is from National Sweepstakes. Send your bank info to claim $1 million. receiver: I didn’t enter. caller: All phone numbers qualify. receiver: No thanks.,1
"caller: Good afternoon. We're from the IRS. You owe back taxes and must pay immediately.   receiver: Oh no, how much do I owe?   caller: $1,200. If you don’t pay now, you’ll be arrested today.   receiver: Can I see some proof?   caller: No time for paperwork! Pay via gift card now.   receiver: This sounds like a scam.",1
"caller: Hello, Mrs. Lowry, the plumber is scheduled to arrive at your house tomorrow between 9 and 11 a.m. receiver: Thank you. We’ll be expecting him.",0
"caller: Hi, Mr. Alvarez, it’s Robin from the polling center. Just letting you know early voting is open this week. receiver: Thanks for the update, Robin. Is there parking at your location? caller: Yes, and the lot’s rarely full during the day.  ",0
"caller: Happy to let you know you won $10,000. Send a small “unlock fee” and it’s yours! receiver: I don’t trust calls asking for money upfront. Not interested.",1
caller: You’ve received a grant from the World Bank! We just need your bank details for processing. receiver: Sounds too good to be true. I’ll decline.,1
caller: I’m your landlord’s agent. Rent must be paid early this month.   receiver: Why early?   caller: Owner requires it.   receiver: I’ll call my landlord.,1
"caller: Hey, Alice, do you want to carpool to the concert tonight? receiver: That’d be awesome! What time should I be ready? caller: Let’s leave at 6.",0
"caller: I'm a recruiter for a prestigious firm. Pay a background check fee to proceed with your application. receiver: Sorry, not going to pay for that.",1
"caller: Good morning! Just checking if you’re still interested in the painting from our gallery. receiver: Yes, I am. I’ll come by this weekend to see it in person, if that’s alright.",0
"caller: Hello, I'm from the power company. We're offering a special discount, but I need your account login to apply. receiver: Can you send me the details by mail first? caller: This discount is for phone applicants only, today only.",1
"caller: Hi, it's Greg with the soccer league. The game is postponed due to rain. receiver: Okay, thanks for the update.",0
"caller: Hello, I’m from Friendly Movers. We’re calling to confirm your move on August 10th. receiver: Yes, that’s correct. Thank you.",0
caller: We’ve received your resume. You’re a top candidate – just pay for your background check. receiver: Not interested in paid applications.,1
"caller: This is a safety recall for your car. Book repairs now by entering your VIN and payment info. receiver: Repairs should be free, right? caller: Only if you provide details to validate eligibility. receiver: I’ll check with my dealership.",1
"caller: Update your vehicle registration now before penalties start. Pay over the phone. receiver: I handle registrations with the DMV only, never by phone.",1
"caller: Hello, this is your vet’s office. Luna is ready to go after her check-up. receiver: Thank you, I’ll come get her.",0
"caller: Good afternoon, this is Gloria from Riverside Therapy. Your next session is scheduled for Tuesday at noon. receiver: Thank you for the reminder, Gloria. caller: You’re welcome.",0
caller: There’s a warrant out for your arrest due to overdue court fines. receiver: I wasn’t notified about any fines. caller: Sometimes mail gets lost. Pay now to stop the warrant. receiver: I’ll talk to my lawyer first.,1
caller: We’re calling about the accident you had recently. You may be entitled to compensation. receiver: I haven’t had an accident. caller: It may have been minor and you didn’t realize. We can check if you qualify if you give your details.,1
caller: You failed to report for jury duty. Pay a fine now to avoid arrest. receiver: Shouldn’t there be paperwork? caller: Mails sometimes lost. Pay $150 now. receiver: I’ll check with the courts.,1
"caller: Good morning, Karen from Patterson Realty here. I’m confirming your viewing tomorrow at 10 am.   receiver: Thank you, Karen. I’ll be there on time.   caller: Great, see you tomorrow!",0
"caller: As a reward for being a loyal customer, you’re due a free vacation. All we need is your personal info. receiver: Which company is this? caller: An international travel agency. Details after confirming your identity. receiver: I’m not interested.",1
"caller: Hello, it’s Rachel from the office. Did you want to join the team lunch tomorrow? receiver: Sure, count me in.",0
"caller: I saw your lost phone ad. I found it, but you must pay me a finder’s fee.   receiver: Can I meet you for proof?   caller: Only after payment.   receiver: Sounds suspicious.",1
"caller: Hey, did you see my email about the project deadline?   receiver: Hi! Yes, I did. I just wanted to double-check, it’s next Wednesday, right?   caller: That’s right. Let me know if you need any help or additional info.  ",0
"caller: Hey, Max, are you available for a quick call about the marketing project? receiver: Sure, now works for me. Should I call you or are you calling me? caller: I’ll call you in two minutes.",0
caller: We're confirming your employment for a new benefit. Send your personal info. receiver: Can you email my HR department?  ,1
"caller: Hi, this is the front desk from the hotel. Your reserved room is now available, and we can assist you with a late check-in if needed. receiver: Thank you! I might arrive after 9 p.m. caller: Noted, we’ll be ready for you.",0
"caller: Hello, this is Reggie from the grocery store. You left your wallet at checkout earlier today. It’s safe with us whenever you want to pick it up. receiver: Oh wow, thank you so much. I’ll come by right away.",0
"caller: Good morning, Mr. Rivers. I’m Mark calling from your bank to let you know your new card is available for pickup. receiver: Thanks for telling me, Mark. Do I need to make an appointment? caller: You can just ask for me at the desk.  ",0
"caller: Good evening, I’m calling from Elmwood Library about your reserved books. receiver: Oh, thanks! Are they ready for pickup? caller: Yes, all three titles you requested are here and will be held for seven days. receiver: Great, I’ll pick them up tomorrow.",0
"caller: Calling for Sarah, this is the mailbox center. receiver: Hi, this is Sarah. caller: You have a package that’s been waiting for two weeks. Please collect it soon. receiver: Thank you, I’ll stop by tomorrow.",0
caller: We noticed failed login attempts. Secure your account by verifying your password. receiver: I’ll reset my password on the official website.  ,1
"caller: Good morning, Mr. Edwards. This is Lila from Greenview Apartments.   receiver: Hi, Lila.   caller: Just wanted to let you know that the maintenance team will check your heating system tomorrow around noon.   receiver: Great, thank you for letting me know!",0
"caller: Hi, it’s Marsha from the HOA board. Your mailbox needs a minor repair—would you like recommendations for contractors? receiver: Yes, I’d appreciate their contact info. Thank you!",0
"caller: This is the unemployment office, there’s a problem with your claim.   receiver: I haven’t claimed anything.   caller: Sometimes records get mixed. Let’s verify your SSN.   receiver: Not happening.",1
caller: Your tenant reported a plumbing emergency. Approve repairs by providing your bank info for payment. receiver: Let the property manager handle it directly. caller: The manager said to call you for payment approval.,1
"caller: Claim your surprise inheritance by covering legal verification expenses. receiver: I’d like legal documentation first, not just a phone call.",1
caller: All credit card users are eligible for a bonus. Apply by giving your card number. receiver: Is this from my bank? caller: This is a third-party issuer working with banks.,1
"caller: Your PayPal account is compromised. Confirm your login username and password so we can restore access. receiver: Oh no, can you please reset it without my password? caller: Unfortunately, due to policy, you have to verify your identity first.",1
"caller: Hi, we’re updating our records. Please confirm your birthdate and address for your rewards membership. receiver: Can’t I do this in-store or on the website? caller: Phone updates are currently the only option during system upgrades.",1
"caller: Hey, quick question—are you bringing anyone to the holiday party?   receiver: I haven’t decided yet. Are you?   caller: Yeah, I think I’ll bring my sister.  ",0
"caller: Hello, your Uber account is locked. Reply with your login information to reactivate. receiver: I'll use the official app to resolve this.",1
caller: Charity drive for disaster victims—would you like to donate? receiver: Of course. How does it work? caller: Provide your card details for secure donation processing.,1
"caller: Greetings, we’re updating your health records. Please verify date of birth and insurance policy number. receiver: I’ll speak directly with my doctor’s office. Goodbye.",1
"caller: Hey, this is Adrian from Bowl & Roll. We noticed you left your jacket after your game last night. receiver: Oh, thank you for keeping it safe. When are you open?  ",0
"caller: You’ve been pre-approved for a high-limit credit card, but need to pay a processing fee upfront. receiver: Real credit cards don’t charge fees upfront. Not interested.",1
"caller: Hey Anna, it’s Rachel from the library. receiver: Oh, hi Rachel! Is this about my books? caller: Yes, your requested titles have arrived. They’ll be held for you until Friday. receiver: Fantastic! I’ll come by tomorrow. Thank you.",0
"caller: Get free groceries for a month! Sign up by sharing your debit card info. receiver: I’d prefer not to share that. caller: It’s a secure program for select families. receiver: Not interested, thanks.",1
"caller: I’m with the contest hotline. You won a free vacation, but must pay a processing fee now. receiver: What’s the company holding the contest? caller: Due to legalities, I can’t reveal the sponsor until you pay.",1
"caller: Good evening! This is Natalie from Pinecrest Apartments. I wanted to check if you received the maintenance notice for the water shutoff on Friday. receiver: Yes, I did get it. Thanks for following up. Will the water be out all day? caller: It should be restored by 3 PM. Let us know if you need anything else. receiver: Will do. Appreciate the heads-up!",0
caller: You missed a medical test. Pay rescheduling charges now. receiver: What test are you talking about?  ,1
"caller: Hey, it’s your cousin Molly. Just wanted to check—are you coming to Nana’s birthday? receiver: Of course! I wouldn’t miss it. caller: She’ll be thrilled.",0
caller: You qualify for an exclusive mobile plan! Sign up now via the special link I text you. receiver: I won’t click unknown links for phone plans. Goodbye.,1
"caller: Hi, it’s Leo at Goldline Taxis. Your ride will arrive in 10 minutes. receiver: Thank you!",0
"caller: Hi, your car was spotted speeding on the highway. Pay the fine now by card. receiver: Is there a citation I can reference? caller: I can only give details once you pay. receiver: I’ll wait for paperwork.",1
"caller: Hey Julia, it’s Megan from the soccer team.   receiver: Hey Megan!   caller: The game on Sunday is at a different field, just wanted to make sure you knew.   receiver: Thanks for the heads up, I'll set my GPS.",0
caller: Your fingerprint is required for smartphone access. receiver: How do I send that? caller: Upload it to our “security” site.,1
caller: Your identity was used in a crime. Confirm your SSN to prove your innocence. receiver: Used in a crime? Who is handling the case?  ,1
"caller: Hi, this is Microsoft support. Your computer has been compromised. Please download this software so I can fix it remotely. receiver: I wasn’t aware of any issue. Can you give me your badge number or official support number to call back?",1
caller: Was this device used for login? Share your password for support. receiver: I’ll take care of suspicious logins directly online.  ,1
"caller: Hello, Dr. Lin’s office here. Your test results are in. Please call us back to discuss. receiver: Thank you, I will.",0
"caller: We have exclusive bill discounts. To qualify, share your last energy bill and bank account number.   receiver: How do I know this isn’t fake?   caller: We contact only select customers. This offer ends today.   receiver: I’ll look up your company online first.",1
"caller: Hello, this is Rachel with City Gas. We’ll be doing meter checks tomorrow. Will access be available? receiver: Yes, the gate will be unlocked. Thanks for letting me know.",0
"caller: Hi, Kathy from the city’s transportation department. Do you have any feedback on the new bus schedule?   receiver: Actually, yes. The 8:15 bus now comes too late for me to get to work on time.   caller: I’ll pass that feedback on to our planning team. Thank you.",0
caller: We’re updating our database. Provide your personal details to avoid service interruption.   receiver: Which service is this for?   caller: Your electricity.   receiver: I’ll call the company to check.,1
"caller: Good morning, this is Edwin from the village hall. Your recycling sticker is ready for pick up. receiver: Thanks, Edwin. I’ll come by this week. caller: See you then.",0
"caller: This is the police. Your grandson has been arrested and needs bail money. receiver: What? Which grandson, which police station? caller: It’s confidential. Just send $2000 via wire transfer so we can release him. receiver: I’m calling the police myself.",1
caller: Social security administration here. Your number is compromised; confirm your identity or benefits stop. receiver: Not sharing over the phone. I’ll visit my SSA office.,1
"caller: Hi, can I speak to Mr. Albert?   receiver: This is Albert.   caller: This is Renee from the local news station. We’d like to interview you about your garden for our community segment.   receiver: I’d be honored, thank you!",0
"caller: I’m calling from your local police. There’s a warrant for your arrest, but you can resolve it immediately by wiring funds. receiver: The police don’t ask for money over the phone. Goodbye.",1
caller: This is Officer Brown from your local police department. There's a warrant out for your arrest unless you pay a fine immediately. receiver: What? A warrant? I haven’t done anything wrong! caller: We can sort this quickly if you provide your payment info now.,1
"caller: Hi, I’m from Northside Cleaners. receiver: Hello. caller: Just letting you know your dresses are ready to pick up. receiver: Thank you, I’ll come by today.",0
"caller: Good afternoon, this is Matt from Wheeler Appliance Repair. Your refrigerator part has arrived.   receiver: Wonderful! When can we schedule installation?   caller: How about Thursday afternoon?   receiver: That works for me. Thank you.",0
caller: Exclusive shopping coupon available! Just click the link and enter your password. receiver: I won’t use links from callers. No thank you.,1
caller: Your health insurance expires soon. Update your information to stay covered. receiver: Can you mail me the renewal notice? I don’t discuss personal info on calls.,1
caller: Your card was declined at a gas station today. Was that you? Give me your info to verify. receiver: Can you send a transaction notification to my email?  ,1
"caller: This is Amazon, there’s an issue with your account. Verify your password to continue shopping. receiver: Can you provide more details? caller: There was an attempted purchase. Just input your info here. receiver: I think this is a scam call.",1
"caller: I’m with the local police; you have a fine outstanding. Provide card number to settle. receiver: I need an official citation. caller: All fines are now digital, instant payment preferred.",1
"caller: This is Google account recovery. Someone tried accessing your email. Please recite your code sent by text and password so we can secure your data. receiver: I just got a text—do I read it now? caller: Yes, share the code and password for immediate protection.",1
"caller: Your social security number was suspended due to suspicious activity. To reactivate, provide your SSN and date of birth. receiver: The Social Security office doesn’t call like this. I’ll call them myself.",1
"caller: Hi Miranda, it’s Art from the community garden. We’re organizing a cleanup this Sunday at 10 AM. receiver: That sounds good. I’ll try to make it.",0
"caller: Hello, is this Mr. Nash? receiver: Yes, it is. caller: This is Katie from Fresh Market. Your order will be delivered by 4 PM today. receiver: Thank you for the update.",0
caller: A package for you requires customs clearance. Pay the duty fee immediately to release it. receiver: Which courier is it through?  ,1
"caller: Hi, this is Drew from Building Services. We need access to your apartment for scheduled maintenance tomorrow. receiver: Thanks for letting me know. What time should I expect you? caller: Sometime between 10 and noon. receiver: That works for me.",0
caller: We’re upgrading your security system. Pay now to avoid service interruption. receiver: I’ll contact my provider about upgrades.,1
caller: Your PayPal account is locked. Click the link I sent to restore access. receiver: I’ll log into PayPal directly; I won’t use random links.  ,1
"caller: Good morning, this is from Water Services. You may experience a short outage this afternoon for maintenance. receiver: Thanks for the notice. We’ll make arrangements.",0
"caller: Hi, it’s Sharon from Wellness Center. You left your water bottle here. receiver: Thanks, Sharon. I’ll come grab it at lunch.",0
caller: I’m from the lottery agency. You’ve won but your address seems incomplete. Share your full address for prize delivery. receiver: Lottery agency? I didn’t buy any tickets recently.  ,1
"caller: Hi, Mr. Murphy, your new cellphone is ready for pickup at the store. receiver: Thank you, I’ll come by this afternoon.",0
"caller: I’m an agent collecting for a parking ticket you missed. Give your debit card now for immediate removal from the system. receiver: Oh, okay. My card is 4021 3874 4992 1113, exp 12/25, code 477. caller: Ticket cleared, thank you.",1
"caller: Hi, this is Celeste from SweetFrost Bakery. Your cake is ready for pick up before 5 today. receiver: Thank you, I’ll stop by soon.",0
"caller: I’m calling from a health study. Can you confirm your insurance and address to participate? receiver: Can I check your credentials? caller: Due to confidentiality, info can only be disclosed after registration.",1
"caller: Your pet’s microchip information is expiring, provide payment to update. receiver: I’ll call my vet if I need to do anything.",1
caller: It’s Steve at Main Street Garage. Your tire replacement is done. receiver: Thanks! I’ll come settle the bill.,0
"caller: Your mobile plan qualifies for a free upgrade, but we need your password to process. receiver: Passwords aren’t required for upgrades.  ",1
"caller: Hi, this is the pizza place. receiver: Hey! caller: Just confirming your order for a large pepperoni and garlic bread for 6:30 delivery. receiver: That’s right, thank you.",0
caller: Your social media account breached user rules and will be deleted unless you verify identity. receiver: Can’t I just appeal online? caller: This action is too urgent for online appeal.,1
"caller: Good morning, it’s Colin from Fitzgerald Travel. Your itinerary has been updated.   receiver: Thanks, Colin. Did my flight change?   caller: Just by twenty minutes later. I’ll email you the details.   receiver: Perfect.",0
caller: Good morning! Your prescription refill is now ready at our downtown location. receiver: Thank you so much. I’ll stop by after work to pick it up.,0
"caller: Hello, this is Brenda from Rec Center Rentals. The room you booked is no longer available, but we have another option. receiver: What’s the alternative? caller: The Elm room, same capacity. receiver: That’s fine, thank you.",0
caller: Your account security was breached. Confirm your PIN for safety. receiver: My provider never asks for PINs. caller: This is urgent. receiver: I’m ending the call.,1
caller: Your account has been compromised! Please provide your online banking username so we can secure it. receiver: Why would my bank call me and ask for my username? This doesn’t seem right.,1
"caller: Hi, this is Maria from the tech support team. Have you had a chance to try the password reset? receiver: Yes, it worked. Thanks for following up.",0
"caller: Hi, Rosa from Bloom Florists here. Your bouquet is scheduled for delivery at noon. receiver: Thank you, Rosa! I’ll be on the lookout for it.",0
"caller: Hi, this is Barb at Craft World. Your pottery class starts tomorrow at six.  receiver: Thanks, Barb! Should I bring anything? caller: Just yourself—materials are provided. receiver: See you tomorrow!",0
caller: Your bank account is in danger of being frozen. Provide your info now to keep access. receiver: Can I speak to my local branch about this? caller: This fraud alert is managed centrally. Only we can help.,1
"caller: Good afternoon, this is Elliot from Rosewood Apartments.   receiver: Hi Elliot.   caller: Maintenance needs to access your unit Wednesday to check smoke detectors.   receiver: No problem, thanks for letting me know.",0
"caller: We noticed unauthorized purchases on your credit card. Can you confirm your card details to block the charges? receiver: Yes, it’s 4531 2964 2174 3092, exp 01/27, code 910. caller: Your card will be blocked for protection.",1
"caller: Hey, this is Chris, your dog walker. Should I use the back door today? receiver: Yes, the key is under the mat.",0
"caller: Hi, it’s Dylan at Coffee House. You left your umbrella here today. receiver: Thanks, Dylan. I’ll come by before closing.",0
caller: We detected a pending charge on your Visa. Please verify your number to stop it. receiver: I’ll call my credit card’s number on the back if there’s a concern.,1
caller: I’m from the Social Security Administration. Your number has been suspended due to suspicious activity. Can you confirm your SSN to reactivate it? receiver: That’s odd. I read online that SSA doesn’t call like this. I’ll hang up and call their office myself.,1
caller: We have a tax return in your name. Please confirm your social to proceed. receiver: May I call back using a number from your official website?  ,1
"caller: This is Apple support. Did you authorize a purchase for $1,299? receiver: No, I didn’t! caller: Give me your Apple ID and password to block it.",1
"caller: Hi, this is Elena from Fitness Pro. Just letting you know our free yoga class is tomorrow at 6 if you’d like to join. receiver: Thanks, Elena. I’ll be there!  ",0
"caller: Hey, it’s Todd from the farmers market. Your bread order will be ready at 11. receiver: Thanks, Todd! See you then.",0
"caller: Hi Mrs. Rule, this is Greg from Willow Gym. Your membership renewal is due. receiver: Thank you for letting me know, Greg.",0
caller: I’m your neighbor—I’ve lost my wallet. Can I borrow your credit card details to book a taxi home? receiver: Which house do you live in? caller: I just moved in next door—number 32.,1
caller: This is Ana from Swift Shipping.   receiver: Hi Ana!   caller: There’s a package arriving for you tomorrow that requires a signature.   receiver: Thank you for the heads up!,0
caller: There’s a legal action against your name. Pay the fee now or authorities will get involved. receiver: Who is bringing the action against me? I’ll contact my attorney to verify.,1
"caller: Lottery winner! To release the jackpot, pay a standard processing fee. receiver: Can you mail a check instead? caller: Regulations require a fee first to prove identity.",1
"caller: Hi, this is Kelly from Eastside Books. The biography you requested is back in stock.   receiver: That’s great, Kelly. Could you hold a copy for me?   caller: Absolutely, we’ll set it aside with your name.  ",0
"caller: Your Netflix subscription is expiring. To avoid interruption, confirm your billing info and renew your payment method. receiver: Can’t I just pay on the website? caller: Website is experiencing issues; let’s do it quickly by phone.",1
caller: A friend tagged you in a video. Watch it by logging in through this link. receiver: I’ll access my account myself if I see any tags. ,1
"caller: Hey Mike, it’s Anna. You left your jacket at the cafe yesterday. I have it with me. receiver: Oh thanks so much, Anna! I’ll swing by and grab it.",0
caller: Our records show a refund is due from a recent purchase. Tell us your card number to process. receiver: I want written confirmation first.  ,1
"caller: Hi, this is Phil calling from The Book Nook. We received your order and it’s ready for pickup.   receiver: That was quick! I’ll stop by this afternoon.   caller: Sounds great, we’re open till 7.   receiver: Thanks for calling.",0
"caller: Hi, this is Tina from Dr. Mayer’s office. I'm calling to remind you of your dental appointment tomorrow at 9 am. receiver: Thank you, Tina. That’s still good for me.",0
"caller: Hi, Ms. Anderson. It’s Nia from the tutoring center. Are you still coming in today at 5 PM for your session? receiver: Yes, I’ll be there right on time.  ",0
"caller: Hello, is this Paul? receiver: Yes, who’s this? caller: This is Jenny from Sunrise Landscaping. We wanted to reschedule your service to Friday. receiver: That’s fine.",0
"caller: Our records show your vehicle warranty is expiring soon. receiver: Which vehicle is that? caller: For privacy, I can verify with your model and VIN.",1
"caller: Good morning, is this Mr. Patel?   receiver: Yes, speaking.   caller: I’m from Dr. Carter’s office. You’re scheduled for an appointment tomorrow at 10 am.   receiver: Thank you for reminding me! I’ll see you then.",0
"caller: Hi, this is the vet's office following up on Max’s surgery yesterday.   receiver: Thank you! He seems to be doing well, just a little sleepy.   caller: That’s perfectly normal—call us if anything changes.  ",0
"caller: Hello, is Amanda there?   receiver: This is Amanda.   caller: This is Adam from Lakeshore Bank. I’m calling to let you know your new debit card is available at our main branch.   receiver: Thank you so much!",0
caller: You missed jury duty. Pay this fine or a warrant will be issued. receiver: I haven’t received any official notice; can you send documents?  ,1
caller: Your student loan can be forgiven. Let’s get you started – I just need your FSA ID. receiver: Is there a website I can go to instead of giving info by phone?  ,1
"caller: Hi, is Mrs. Yu there? This is Bob from Community Watch. receiver: Hi Bob, yes, this is she. caller: Just reminding you about our neighborhood meeting tonight. receiver: Thank you for the reminder!",0
"caller: You’re eligible for free health checkups. Book now with your insurance info. receiver: Are you with my insurer? caller: Yes, just need your card details to confirm. receiver: I’ll call my insurer directly.",1
"caller: Good morning, Tom from the window company here. We’re set to install your new windows Friday. receiver: Friday works for me. Thanks for confirming, Tom.",0
"caller: As a reward for your loyalty, you get a shopping spree. Confirm details by phone. receiver: Real companies use secure portals.  ",1
"caller: Hi, this is a message from your online streaming service. Your subscription is about to end. Pay now to avoid interruption. receiver: Which service is this exactly? caller: We handle accounts for multiple platforms. Confirm your card. receiver: I’ll renew directly through my account.",1
"caller: Hi, you left something in your last ride-share. We need a small fee and your address to return it. receiver: What did I leave? caller: Can’t disclose for security. Please pay and we’ll deliver.",1
"caller: Hello, this is Carol from the university admissions team. Your documents are all in order. We’ll email you further instructions soon. receiver: Perfect, thank you for the update!",0
caller: Your bank account password needs to be updated. receiver: Why? caller: For security. Please provide old and new passwords.,1
caller: You need to pay for missing a toll. Submit payment online now. receiver: Wasn’t driving recently. Please send an official bill.,1
"caller: Hello, this is Sarah from Tiny Tots Preschool. Chloe’s class is cancelled tomorrow due to maintenance. receiver: Thanks for letting me know, Sarah.",0
"caller: You’ve qualified for a student debt relief grant.   receiver: That sounds good.   caller: Just give your social security number.   receiver: No, won’t do that.",1
"caller: Hello, I’m with the cable company. We’re scheduling your service upgrade on Friday between 1 and 3 pm. receiver: Thank you, I’ll make sure someone is home.",0
"caller: Hey, this is Tony. Just making sure our plans are still on for game night. receiver: Absolutely! Seven o’clock, right? caller: Yes, see you then!",0
"caller: Hello, this is Stacie at the flower shop. Your Mother’s Day bouquet is ready for delivery. Should we include a note? receiver: Yes, please add “Love you, Mom.” Thank you!",0
"caller: Hello! This is Carla from the League of Women Voters. We’re inviting you to our weekly meeting Thursday.   receiver: Thank you for the invitation, Carla. What time does it start?   caller: At 7 pm, in the community hall.   receiver: I’ll be there.",0
"caller: Hi, Mrs. Specter. I’m Anna from the post office. We received a package addressed to you with unclear delivery instructions. receiver: Oh, thank you for calling. I’ll stop by tomorrow to help sort it out.  ",0
"caller: Hello, this is Karen from Modern Dry Cleaners. Your items are ready for pickup. receiver: Thank you, I’ll come by after work.",0
"caller: Hi there, this is Gina from the holiday gift drive. Your donation box is ready for pickup. receiver: That’s wonderful, thank you so much!",0
"caller: Hi, it’s Dana from CHEF Catering. I wanted to confirm the menu for your party this weekend.   receiver: Thank you for checking in. The vegetarian menu is still good for us.   caller: Perfect, we’ll take care of everything.",0
"caller: Hello, this is the autoparts store. The item you ordered has arrived. receiver: Perfect, I’ll be there this evening to pick it up.",0
"caller: Hi, this is Dr. Lee’s office. I’m calling to let you know your prescription is ready for pickup. receiver: Great, thank you for letting me know. I’ll pick it up this afternoon.",0
"caller: Hello, this is Gordon at the copy center. Your print job is ready for pickup. receiver: Thanks, Gordon. I’ll be there today.",0
"caller: Sir, your car warranty is about to expire. Give me your vehicle information to renew it. receiver: My car is brand new. Why would the warranty expire?  ",1
"caller: You’re eligible for a tax benefit, but need to verify your information over the phone. receiver: Which agency are you with? caller: We work with multiple departments for tax support. receiver: I’ll talk to my tax advisor.",1
